timestamp,solar_irradiance,wind_speed,temperature,humidity,pressure,solar_output,wind_output,load_demand,grid_frequency,grid_voltage,total_renewable,grid_exchange,battery_soc,battery_charge,battery_discharge,hour,day_of_week,month,day_of_year,load_demand_lag1,solar_irradiance_lag1,wind_speed_lag1,wind_speed_roll_3h,solar_irradiance_roll_3h,load_roll_3h
2023-01-01 02:00:00,0.0,3.510209679886245,0.36007643901145614,58.43043373588113,1018.0257168930569,2.271459481287083,0.0,106.10482464502724,50.077672271584305,236.8340420086493,2.271459481287083,-0.0,429.1047505528636,0.0,103.83336516374015,2,6,1,1,90.04922313309531,0.0,10.249409285029648,7.338963358194666,0.0,95.707038548863
2023-01-01 03:00:00,0.0,18.9890054676331,-2.2031334470652366,60.25738448930569,1007.4689288159848,3.0417188726131448,299.16516295543954,65.74976793069042,50.19003469941298,227.3106876282696,302.2068818280527,36.45711389736226,629.1047505528636,200.0,0.0,3,6,1,1,106.10482464502724,0.0,3.510209679886245,10.916208144182997,0.0,87.30127190293767
2023-01-01 04:00:00,0.0,20.14668451405067,4.634003842501828,53.77145554380227,1038.848537969696,1.253351263766843,296.39482957684874,133.40617287398794,50.073525482027115,224.63148907834403,297.64818084061557,0.0,793.3467585194912,164.24200796662763,0.0,4,6,1,1,65.74976793069042,0.0,18.9890054676331,14.215299887190005,0.0,101.7535884832352
2023-01-01 05:00:00,0.0,11.628586048689183,2.5279353654015386,58.383002772328,1011.2911609154093,0.15474929696477202,262.9418130848922,148.53394322385935,50.00252051268059,233.022262551479,263.096562381857,7.9093776774888624,900.0,106.65324148050877,0.0,5,6,1,1,133.40617287398794,0.0,20.14668451405067,16.921425343457653,0.0,115.89662800951258
2023-01-01 06:00:00,0.0,6.918698768891967,7.009315620411877,41.2248146508401,1016.3951606714944,4.023391006494531,23.960028125224053,209.0756360646423,49.86535587524086,229.24533273567957,27.983419131718584,-0.0,718.9077830670763,0.0,181.09221693292372,6,6,1,1,148.53394322385935,0.0,11.628586048689183,12.897989777210606,0.0,163.67191738749653
2023-01-01 07:00:00,1.858008538712574,7.0940515815603735,4.027724041379204,64.03501530822206,1018.1016612204966,2.1103372268859335,28.327875580667904,290.05925400017503,50.13676754321358,229.4373466528523,30.43821280755384,-59.62104119262119,518.9077830670763,0.0,200.0,7,6,1,1,209.0756360646423,0.0,6.918698768891967,8.547112133047174,0.619336179570858,215.8896110962256
2023-01-01 08:00:00,3.515747960785885,6.317573635464348,6.310283396747972,57.74002997860125,1012.2906114662457,2.3476403168793127,9.55170929540711,315.0438920063201,49.98367461441038,239.6098038814822,11.899349612286422,-103.14454239403369,318.90778306707625,0.0,200.0,8,6,1,1,290.05925400017503,1.858008538712574,7.0940515815603735,6.7767746619722296,1.7912521664994863,271.39292735704583
2023-01-01 09:00:00,4.1194480760884336,4.881975670642322,7.6655821385150045,63.12969913794227,1016.4940813881757,5.688378675757285,2.8967356661139223,280.06358462638315,49.83137471365622,229.1606475206959,8.585114341871208,-71.47847028451196,118.90778306707625,0.0,200.0,9,6,1,1,315.0438920063201,3.515747960785885,6.317573635464348,6.097866962555681,3.164401525195631,295.05557687762604
2023-01-01 10:00:00,4.404986035857539,7.238349512221615,7.259719372418872,49.07540969339229,1031.043582546955,5.652551945673995,27.99601288490998,200.55959037609887,49.884401783420564,226.38251501103912,33.64856483058398,-148.00324247843864,100.0,0.0,18.907783067076252,10,6,1,1,280.06358462638315,4.1194480760884336,4.881975670642322,6.1459662727760955,4.0133940242439525,265.22235566960074
2023-01-01 11:00:00,8.247717628438622,2.0069017035381864,10.639289024551232,54.2500669009497,1006.9699772690761,1.703716023911456,0.0,105.47657776211963,49.87307730390453,213.75117799943052,1.703716023911456,-103.77286173820818,100.0,0.0,0.0,11,6,1,1,200.55959037609887,4.404986035857539,7.238349512221615,4.709075628800708,5.590717246794864,195.3665842548672
2023-01-01 12:00:00,6.8751137720271265,19.511230985278495,12.130983918940737,34.66600803290605,995.0538509687101,2.8111668319654344,300.0,116.43400721099103,49.888588421707574,224.5009993737273,302.8111668319654,0.0,286.3771596209744,186.3771596209744,0.0,12,6,1,1,105.47657776211963,8.247717628438622,2.0069017035381864,9.585494067012766,6.50927247877443,140.82339178306984
2023-01-01 13:00:00,7.525725416330724,6.923821681771444,3.508596476144456,49.84580194348544,1002.5768406949801,5.352291156415592,27.049744030416676,101.99293939695994,50.101398364480275,228.43856622952634,32.402035186832265,-0.0,216.7862554108467,0.0,69.59090421012768,13,6,1,1,116.43400721099103,6.8751137720271265,19.511230985278495,9.480651456862708,7.549518938932157,107.96784145669021
2023-01-01 14:00:00,8.597849067324255,15.903709879065762,9.225583670837334,40.96236645446098,1020.9780919483884,7.2312821500942945,300.0,154.40681978925377,50.01982876229005,234.47686788055503,307.2312821500943,0.0,369.6107177716872,152.8244623608405,0.0,14,6,1,1,101.99293939695994,7.525725416330724,6.923821681771444,14.112920848705235,7.666229418560701,124.27792213240157
2023-01-01 15:00:00,6.264289398681207,11.755827767695468,5.012346188162486,57.389153119918404,1009.1675390754248,1.1491055129426408,275.576875131359,137.73852926963144,50.054092736361184,236.92674306877348,276.7259806443016,0.0,508.59816914635735,138.98745137467017,0.0,15,6,1,1,154.40681978925377,8.597849067324255,15.903709879065762,11.527786442844224,7.462621294112061,131.37942948528172
2023-01-01 16:00:00,6.86795630813963,6.374257712423341,0.5802029941925708,50.02035256691188,1031.6552934866183,5.631257729180165,14.067397497429107,189.1183452232863,49.71988696991695,230.45423821279152,19.698655226609272,-0.0,339.17847914968036,0.0,169.41968999667702,16,6,1,1,137.73852926963144,6.264289398681207,11.755827767695468,11.344598453061524,7.2433649247150305,160.4212314273905
2023-01-01 17:00:00,4.613604112100231,5.7088830960935395,5.593951640373109,51.34597683992539,1018.8169060084064,1.753970819771002,12.64205638472097,241.76520597050566,50.07676454086158,227.93721472842194,14.396027204491972,-27.369178766013704,139.17847914968036,0.0,200.0,17,6,1,1,189.1183452232863,6.86795630813963,6.374257712423341,7.9463228587374495,5.915283272973689,189.54069348780777
2023-01-01 18:00:00,3.630749636007738,27.58170325402751,4.304366896931876,55.844857650883014,1007.7757949689633,3.4520146704248726,0.40456205124496003,331.33097266913705,50.062974916209065,227.3510143452735,3.856576721669833,-288.29591679778684,100.0,0.0,39.178479149680356,18,6,1,1,241.76520597050566,4.613604112100231,5.7088830960935395,13.221614687514796,5.037436685415866,254.07150795430968
2023-01-01 19:00:00,1.7912589064055544,14.777159665197315,3.331979026543283,53.39482760514553,1006.7718630084871,0.0,297.30339270450054,327.9420588652391,49.82086937978827,231.79039681320447,297.30339270450054,-30.63866616073858,100.0,0.0,0.0,19,6,1,1,331.33097266913705,3.630749636007738,27.58170325402751,16.02258200510612,3.3452042181711747,300.34607916829395
2023-01-01 20:00:00,9.665250180106003e-16,6.623104149376029,1.5078756577391694,47.584458731908576,1009.4298606284806,0.0,16.587612579226278,376.3370435898058,49.8755082859167,226.0664690386839,16.587612579226278,-359.7494310105795,100.0,0.0,0.0,20,6,1,1,327.9420588652391,1.7912589064055544,14.777159665197315,16.327322356200284,1.807336180804431,345.2033583747273
2023-01-01 21:00:00,0.0,3.2842165793035596,1.4803364425667336,71.30458921054746,996.4841563076129,0.0,0.9429942877277254,277.8484349062666,50.113802019383314,234.30313617809927,0.9429942877277254,-276.9054406185389,100.0,0.0,0.0,21,6,1,1,376.3370435898058,9.665250180106003e-16,6.623104149376029,8.2281601312923,0.5970863021351851,327.37584578710386
2023-01-01 22:00:00,0.0,13.50212851609321,-2.270404719678562,62.05948166203134,1015.2219542525618,0.0,298.9559305353375,184.29302475147838,49.940379568508824,235.81701004961724,298.9559305353375,0.0,214.6629057838591,114.66290578385909,0.0,22,6,1,1,277.8484349062666,0.0,3.2842165793035596,7.8031497482576,3.2217500600353343e-16,279.49283441585027
2023-01-01 23:00:00,0.0,7.30065530821977,-1.0371404512033857,73.39051750297841,1018.54818533002,0.0,35.833599644147014,151.65139436478145,50.1009412743508,236.11132666382943,35.833599644147014,-1.1548889367753503,100.0,0.0,114.66290578385909,23,6,1,1,184.29302475147838,0.0,13.50212851609321,8.029000134538846,0.0,204.5976180075088
2023-01-02 00:00:00,0.0,5.9082670433156,-0.2928729252119071,51.29986533149567,1005.2613645455649,0.0,10.339032737421336,105.1395315345188,50.00101376836122,222.7030871901917,10.339032737421336,-94.80049879709746,100.0,0.0,0.0,0,0,1,2,151.65139436478145,0.0,7.30065530821977,8.903683622542859,0.0,147.02798355025956
2023-01-02 01:00:00,0.0,13.117608261577917,1.1870776516043655,55.36476682170357,1000.5873821436664,0.0,296.398153232826,120.72538672232729,49.94871480753871,231.72885161505107,296.398153232826,0.0,275.6727665104987,175.67276651049872,0.0,1,0,1,2,105.1395315345188,0.0,5.9082670433156,8.775510204371097,0.0,125.83877087387584
2023-01-02 02:00:00,0.0,11.607011038296658,-0.9316415354869707,60.76196342763638,1005.715555471581,0.0,267.9750789156026,102.26804307261008,49.98600865465101,228.94163822219437,267.9750789156026,0.0,441.3798023534912,165.7070358429925,0.0,2,0,1,2,120.72538672232729,0.0,13.117608261577917,10.210962114396725,0.0,109.37765377648539
2023-01-02 03:00:00,0.0,8.386163383873257,-0.6523304985968026,72.10179172255692,1020.9778182566861,0.0,61.241452239353656,94.69816225817671,49.80087540737742,221.18998531850858,61.241452239353656,-0.0,407.9230923346681,0.0,33.45671001882305,3,0,1,2,102.26804307261008,0.0,11.607011038296658,11.036927561249277,0.0,105.89719735103802
2023-01-02 04:00:00,0.0,16.59193866772078,0.7003167488956242,71.94401029847057,1019.4257685382281,0.0,296.33388653032137,146.7431764081499,50.03807738741232,229.6564610809213,296.33388653032137,0.0,557.5138024568396,149.59071012217146,0.0,4,0,1,2,94.69816225817671,0.0,8.386163383873257,12.195037696630232,0.0,114.56979391297891
2023-01-02 05:00:00,0.0,9.93731790972479,-0.370486898473827,56.143849065810045,1014.722697087268,1.861338514865667,137.14251121868998,155.9095784275955,49.88007008292231,228.05035322180836,139.00384973355565,-0.0,540.6080737627997,0.0,16.90572869403985,5,0,1,2,146.7431764081499,0.0,16.59193866772078,11.638473320439608,0.0,132.45030569797404
2023-01-02 06:00:00,0.0,13.295065468913988,4.850043109373539,49.60349873930692,1026.134959358129,0.0,300.0,192.0155823609403,49.81703068601288,227.68209322409825,300.0,0.0,648.5924914018594,107.9844176390597,0.0,6,0,1,2,155.9095784275955,0.0,9.93731790972479,13.274774015453184,0.0,164.88944573222858
2023-01-02 07:00:00,2.1227089504819934,3.9341570612978036,1.6902559498468133,57.92487685731291,999.4872970872358,2.2609849644228888,0.0,306.9441563732589,49.851843805077564,238.0297960071013,2.2609849644228888,-104.68317140883602,448.59249140185943,0.0,200.0,7,0,1,2,192.0155823609403,0.0,13.295065468913988,9.055513479978861,0.7075696501606644,218.2897723872649
2023-01-02 08:00:00,3.714162751688841,4.953106952462538,6.5927227440056795,63.64903771325144,1011.3329739874097,3.4921496893699704,5.1525883176087754,399.16365977465443,49.90911178749505,222.35384035750732,8.644738006978745,-190.5189217676757,248.59249140185943,0.0,200.0,8,0,1,2,306.9441563732589,2.1227089504819934,3.9341570612978036,7.39410982755811,1.9456239007236114,299.37446616961785
2023-01-02 09:00:00,6.9376849294192855,2.7508261280577124,7.015476888382601,54.79461049561727,1017.4817296559712,3.538594564553417,0.0,309.0295803088701,50.05851225015731,229.63951536936256,3.538594564553417,-156.89849434245724,100.0,0.0,148.59249140185943,9,0,1,2,399.16365977465443,3.714162751688841,4.953106952462538,3.879363380606018,4.258185543863373,338.3791321522612
2023-01-02 10:00:00,8.2280903280231,5.0323133481533,4.538976426018694,58.23518584007819,1019.3181526904775,0.9894602621926389,10.789856701894372,239.05065948355085,49.92009642878356,230.91277615649923,11.77931696408701,-227.27134251946384,100.0,0.0,0.0,10,0,1,2,309.0295803088701,6.9376849294192855,2.7508261280577124,4.245415476224517,6.293312669710409,315.74796652235847
2023-01-02 11:00:00,8.550071838644993,16.16170698788636,5.152531465912705,64.7269977937368,1019.4300392881197,5.2554313613122,300.0,143.3925596931363,50.075241449012594,216.77005078874822,305.2554313613122,0.0,261.8628716681759,161.86287166817593,0.0,11,0,1,2,239.05065948355085,8.2280903280231,5.0323133481533,7.981615488032458,7.90528236536246,230.49093316185244
2023-01-02 12:00:00,8.162619663482074,16.123921470874535,6.60341159197143,62.27582431562074,1018.7913411494341,3.1865965675255694,296.7451071252101,137.01042267575392,50.08852607299064,230.277759480284,299.93170369273565,0.0,424.78415268515766,162.92128101698174,0.0,12,0,1,2,143.3925596931363,8.550071838644993,16.16170698788636,12.439313935638063,8.31359394338339,173.15121395081368
